Type Name,Base Type,Value Name,Value,Comment
,,time_on_zone,42,
,,speed,43,
,,laps,44,
,,reps,45,
,,workout_step,46,
,,course_distance,47,
,,navigation_distance,48,
,,course_estimated_time_of_arrival,49,
,,navigation_estimated_time_of_arrival,50,
,,course_time,51,
,,navigation_time,52,
,,course_heading,53,
,,navigation_heading,54,
,,power_zone,55,
,,torque_effectiveness,56,
,,timer_time,57,
,,power_weight_ratio,58,
,,left_platform_center_offset,59,
,,right_platform_center_offset,60,
,,left_power_phase_start_angle,61,
,,right_power_phase_start_angle,62,
,,left_power_phase_finish_angle,63,
,,right_power_phase_finish_angle,64,
,,gears,65,Combined gear information
,,pace,66,
,,training_effect,67,
,,vertical_oscillation,68,
,,vertical_ratio,69,
,,ground_contact_time,70,
,,left_ground_contact_time_balance,71,
,,right_ground_contact_time_balance,72,
,,stride_length,73,
,,running_cadence,74,
,,performance_condition,75,
,,course_type,76,
,,time_in_power_zone,77,
,,navigation_turn,78,
,,course_location,79,
,,navigation_location,80,
,,compass,81,
,,gear_combo,82,
,,muscle_oxygen,83,
,,icon,84,
,,compass_heading,85,
,,gps_heading,86,
,,gps_elevation,87,
,,anaerobic_training_effect,88,
,,course,89,
,,off_course,90,
,,glide_ratio,91,
,,vertical_distance,92,
,,vmg,93,
,,ambient_pressure,94,
,,pressure,95,
,,vam,96,
auto_activity_detect,uint32,,,
,,none,0x00000000,
,,running,0x00000001,
,,cycling,0x00000002,
,,swimming,0x00000004,
,,walking,0x00000008,
,,elliptical,0x00000020,
,,sedentary,0x00000400,
supported_exd_screen_layouts,uint32z,,,
,,full_screen,0x00000001,
,,half_vertical,0x00000002,
,,half_horizontal,0x00000004,
,,half_vertical_right_split,0x00000008,
,,half_horizontal_bottom_split,0x00000010,
,,full_quarter_split,0x00000020,
,,half_vertical_left_split,0x00000040,
,,half_horizontal_top_split,0x00000080,
fit_base_type,uint8,,,
,,enum,0,
,,sint8,1,
,,uint8,2,
,,sint16,131,
,,uint16,132,
,,sint32,133,
,,uint32,134,
,,string,7,
,,float32,136,
,,float64,137,
,,uint8z,10,
,,uint16z,139,
,,uint32z,140,
,,byte,13,
,,sint64,142,
,,uint64,143,
,,uint64z,144,
turn_type,enum,,,
,,arriving_idx,0,
,,arriving_left_idx,1,
,,arriving_right_idx,2,
,,arriving_via_idx,3,
,,arriving_via_left_idx,4,
,,arriving_via_right_idx,5,
,,bear_keep_left_idx,6,
,,bear_keep_right_idx,7,
,,continue_idx,8,
,,exit_left_idx,9,
,,exit_right_idx,10,
,,ferry_idx,11,
,,roundabout_45_idx,12,
,,roundabout_90_idx,13,
,,roundabout_135_idx,14,
,,roundabout_180_idx,15,
,,roundabout_225_idx,16,
,,roundabout_270_idx,17,
,,roundabout_315_idx,18,
,,roundabout_360_idx,19,
,,roundabout_neg_45_idx,20,
,,roundabout_neg_90_idx,21,
,,roundabout_neg_135_idx,22,
,,roundabout_neg_180_idx,23,
,,roundabout_neg_225_idx,24,
,,roundabout_neg_270_idx,25,
,,roundabout_neg_315_idx,26,
,,roundabout_neg_360_idx,27,
,,roundabout_generic_idx,28,
,,roundabout_neg_generic_idx,29,
,,sharp_turn_left_idx,30,
,,sharp_turn_right_idx,31,
,,turn_left_idx,32,
,,turn_right_idx,33,
,,uturn_left_idx,34,
,,uturn_right_idx,35,
,,icon_inv_idx,36,
,,icon_idx_cnt,37,
bike_light_beam_angle_mode,uint8,,,
,,manual,0,
,,auto,1,
fit_base_unit,uint16,,,
,,other,0,
,,kilogram,1,
,,pound,2,
set_type,uint8,,,
,,rest,0,
,,active,1,
exercise_category,uint16,,,
,,bench_press,0,
,,calf_raise,1,
,,cardio,2,
,,carry,3,
,,chop,4,
,,core,5,
,,crunch,6,
,,curl,7,
,,deadlift,8,
,,flye,9,
,,hip_raise,10,
,,hip_stability,11,
,,hip_swing,12,
,,hyperextension,13,
,,lateral_raise,14,
,,leg_curl,15,
,,leg_raise,16,
,,lunge,17,
,,olympic_lift,18,
,,plank,19,
,,plyo,20,
,,pull_up,21,
,,push_up,22,
,,row,23,
,,shoulder_press,24,
,,shoulder_stability,25,
,,shrug,26,
,,sit_up,27,
,,squat,28,
,,total_body,29,
,,triceps_extension,30,
,,warm_up,31,
,,run,32,
,,unknown,65534,
bench_press_exercise_name,uint16,,,
,,alternating_dumbbell_chest_press_on_swiss_ball,0,
,,barbell_bench_press,1,
,,barbell_board_bench_press,2,
,,barbell_floor_press,3,
,,close_grip_barbell_bench_press,4,
,,decline_dumbbell_bench_press,5,
,,dumbbell_bench_press,6,
,,dumbbell_floor_press,7,
,,incline_barbell_bench_press,8,
,,incline_dumbbell_bench_press,9,
,,incline_smith_machine_bench_press,10,
,,isometric_barbell_bench_press,11,
,,kettlebell_chest_press,12,
,,neutral_grip_dumbbell_bench_press,13,
,,neutral_grip_dumbbell_incline_bench_press,14,
,,one_arm_floor_press,15,
,,weighted_one_arm_floor_press,16,
,,partial_lockout,17,
,,reverse_grip_barbell_bench_press,18,
,,reverse_grip_incline_bench_press,19,
,,single_arm_cable_chest_press,20,
,,single_arm_dumbbell_bench_press,21,
,,smith_machine_bench_press,22,
,,swiss_ball_dumbbell_chest_press,23,
,,triple_stop_barbell_bench_press,24,
,,wide_grip_barbell_bench_press,25,
,,alternating_dumbbell_chest_press,26,
calf_raise_exercise_name,uint16,,,
,,3_way_calf_raise,0,
,,3_way_weighted_calf_raise,1,
,,3_way_single_leg_calf_raise,2,
,,3_way_weighted_single_leg_calf_raise,3,
,,donkey_calf_raise,4,
,,weighted_donkey_calf_raise,5,
,,seated_calf_raise,6,
,,weighted_seated_calf_raise,7,
,,seated_dumbbell_toe_raise,8,
,,single_leg_bent_knee_calf_raise,9,
,,weighted_single_leg_bent_knee_calf_raise,10,
,,single_leg_decline_push_up,11,
,,single_leg_donkey_calf_raise,12,
,,weighted_single_leg_donkey_calf_raise,13,
,,single_leg_hip_raise_with_knee_hold,14,
,,single_leg_standing_calf_raise,15,
,,single_leg_standing_dumbbell_calf_raise,16,
,,standing_barbell_calf_raise,17,
,,standing_calf_raise,18,
,,weighted_standing_calf_raise,19,
,,standing_dumbbell_calf_raise,20,
cardio_exercise_name,uint16,,,
,,bob_and_weave_circle,0,
,,weighted_bob_and_weave_circle,1,
,,cardio_core_crawl,2,
,,weighted_cardio_core_crawl,3,
,,double_under,4,
,,weighted_double_under,5,
,,jump_rope,6,
,,weighted_jump_rope,7,
,,jump_rope_crossover,8,
,,weighted_jump_rope_crossover,9,
,,jump_rope_jog,10,
,,weighted_jump_rope_jog,11,
,,jumping_jacks,12,
,,weighted_jumping_jacks,13,
,,ski_moguls,14,
,,weighted_ski_moguls,15,
,,split_jacks,16,
,,weighted_split_jacks,17,
,,squat_jacks,18,
,,weighted_squat_jacks,19,
,,triple_under,20,
,,weighted_triple_under,21,
carry_exercise_name,uint16,,,
,,bar_holds,0,
,,farmers_walk,1,
,,farmers_walk_on_toes,2,
,,hex_dumbbell_hold,3,
,,overhead_carry,4,
chop_exercise_name,uint16,,,
,,cable_pull_through,0,
,,cable_rotational_lift,1,
,,cable_woodchop,2,
,,cross_chop_to_knee,3,
,,weighted_cross_chop_to_knee,4,
,,dumbbell_chop,5,
,,half_kneeling_rotation,6,
,,weighted_half_kneeling_rotation,7,
,,half_kneeling_rotational_chop,8,
,,half_kneeling_rotational_reverse_chop,9,
,,half_kneeling_stability_chop,10,
,,half_kneeling_stability_reverse_chop,11,
,,kneeling_rotational_chop,12,
,,kneeling_rotational_reverse_chop,13,
,,kneeling_stability_chop,14,
,,kneeling_woodchopper,15,
,,medicine_ball_wood_chops,16,
,,power_squat_chops,17,
,,weighted_power_squat_chops,18,
,,standing_rotational_chop,19,
,,standing_split_rotational_chop,20,
,,standing_split_rotational_reverse_chop,21,
,,standing_stability_reverse_chop,22,
core_exercise_name,uint16,,,
,,abs_jabs,0,
,,weighted_abs_jabs,1,
,,alternating_plate_reach,2,
,,barbell_rollout,3,
,,weighted_barbell_rollout,4,
,,body_bar_oblique_twist,5,
,,cable_core_press,6,
,,cable_side_bend,7,
,,side_bend,8,
,,weighted_side_bend,9,
,,crescent_circle,10,
,,weighted_crescent_circle,11,
,,cycling_russian_twist,12,
,,weighted_cycling_russian_twist,13,
,,elevated_feet_russian_twist,14,
,,weighted_elevated_feet_russian_twist,15,
,,half_turkish_get_up,16,
,,kettlebell_windmill,17,
,,kneeling_ab_wheel,18,
,,weighted_kneeling_ab_wheel,19,
,,modified_front_lever,20,
,,open_knee_tucks,21,
,,weighted_open_knee_tucks,22,
,,side_abs_leg_lift,23,
,,weighted_side_abs_leg_lift,24,
,,swiss_ball_jackknife,25,
,,weighted_swiss_ball_jackknife,26,
,,swiss_ball_pike,27,
,,weighted_swiss_ball_pike,28,
,,swiss_ball_rollout,29,
,,weighted_swiss_ball_rollout,30,
,,triangle_hip_press,31,
,,weighted_triangle_hip_press,32,
,,trx_suspended_jackknife,33,
,,weighted_trx_suspended_jackknife,34,
,,u_boat,35,
,,weighted_u_boat,36,
,,windmill_switches,37,
,,weighted_windmill_switches,38,
,,alternating_slide_out,39,
,,weighted_alternating_slide_out,40,
,,ghd_back_extensions,41,
,,weighted_ghd_back_extensions,42,
,,overhead_walk,43,
,,inchworm,44,
,,weighted_modified_front_lever,45,
,,russian_twist,46,
,,abdominal_leg_rotations,47,Deprecated do not use
,,arm_and_leg_extension_on_knees,48,
,,bicycle,49,
,,bicep_curl_with_leg_extension,50,
,,cat_cow,51,
,,corkscrew,52,
,,criss_cross,53,
,,criss_cross_with_ball,54,Deprecated do not use
,,double_leg_stretch,55,
,,knee_folds,56,
,,lower_lift,57,
,,neck_pull,58,
,,pelvic_clocks,59,
,,roll_over,60,
,,roll_up,61,
,,rolling,62,
,,rowing_1,63,
,,rowing_2,64,
,,scissors,65,
,,single_leg_circles,66,
,,single_leg_stretch,67,
,,snake_twist_1_and_2,68,Deprecated do not use
,,swan,69,
,,swimming,70,
,,teaser,71,
,,the_hundred,72,
crunch_exercise_name,uint16,,,
,,bicycle_crunch,0,
,,cable_crunch,1,
,,circular_arm_crunch,2,
,,crossed_arms_crunch,3,
,,weighted_crossed_arms_crunch,4,
,,cross_leg_reverse_crunch,5,
,,weighted_cross_leg_reverse_crunch,6,
,,crunch_chop,7,
,,weighted_crunch_chop,8,
,,double_crunch,9,
,,weighted_double_crunch,10,
,,elbow_to_knee_crunch,11,
,,weighted_elbow_to_knee_crunch,12,
,,flutter_kicks,13,
,,weighted_flutter_kicks,14,
,,foam_roller_reverse_crunch_on_bench,15,
,,weighted_foam_roller_reverse_crunch_on_bench,16,
,,foam_roller_reverse_crunch_with_dumbbell,17,
,,foam_roller_reverse_crunch_with_medicine_ball,18,
,,frog_press,19,
,,hanging_knee_raise_oblique_crunch,20,
,,weighted_hanging_knee_raise_oblique_crunch,21,
,,hip_crossover,22,
,,weighted_hip_crossover,23,
,,hollow_rock,24,
,,weighted_hollow_rock,25,
,,incline_reverse_crunch,26,
,,weighted_incline_reverse_crunch,27,
,,kneeling_cable_crunch,28,
,,kneeling_cross_crunch,29,
,,weighted_kneeling_cross_crunch,30,
,,kneeling_oblique_cable_crunch,31,
,,knees_to_elbow,32,
,,leg_extensions,33,
,,weighted_leg_extensions,34,
,,leg_levers,35,
,,mcgill_curl_up,36,
,,weighted_mcgill_curl_up,37,
,,modified_pilates_roll_up_with_ball,38,
,,weighted_modified_pilates_roll_up_with_ball,39,
,,pilates_crunch,40,
,,weighted_pilates_crunch,41,
,,pilates_roll_up_with_ball,42,
,,weighted_pilates_roll_up_with_ball,43,
,,raised_legs_crunch,44,
,,weighted_raised_legs_crunch,45,
,,reverse_crunch,46,
,,weighted_reverse_crunch,47,
,,reverse_crunch_on_a_bench,48,
,,weighted_reverse_crunch_on_a_bench,49,
,,reverse_curl_and_lift,50,
,,weighted_reverse_curl_and_lift,51,
,,rotational_lift,52,
,,weighted_rotational_lift,53,
,,seated_alternating_reverse_crunch,54,
,,weighted_seated_alternating_reverse_crunch,55,
,,seated_leg_u,56,
,,weighted_seated_leg_u,57,
,,side_to_side_crunch_and_weave,58,
,,weighted_side_to_side_crunch_and_weave,59,
,,single_leg_reverse_crunch,60,
,,weighted_single_leg_reverse_crunch,61,
,,skater_crunch_cross,62,
,,weighted_skater_crunch_cross,63,
,,standing_cable_crunch,64,
,,standing_side_crunch,65,
,,step_climb,66,
,,weighted_step_climb,67,
,,swiss_ball_crunch,68,
,,swiss_ball_reverse_crunch,69,
,,weighted_swiss_ball_reverse_crunch,70,
,,swiss_ball_russian_twist,71,
,,weighted_swiss_ball_russian_twist,72,
,,swiss_ball_side_crunch,73,
,,weighted_swiss_ball_side_crunch,74,
,,thoracic_crunches_on_foam_roller,75,
,,weighted_thoracic_crunches_on_foam_roller,76,
,,triceps_crunch,77,
,,weighted_bicycle_crunch,78,
,,weighted_crunch,79,
,,weighted_swiss_ball_crunch,80,
,,toes_to_bar,81,
,,weighted_toes_to_bar,82,
,,crunch,83,
,,straight_leg_crunch_with_ball,84,
curl_exercise_name,uint16,,,
,,alternating_dumbbell_biceps_curl,0,
,,alternating_dumbbell_biceps_curl_on_swiss_ball,1,
,,alternating_incline_dumbbell_biceps_curl,2,
,,barbell_biceps_curl,3,
,,barbell_reverse_wrist_curl,4,
,,barbell_wrist_curl,5,
,,behind_the_back_barbell_reverse_wrist_curl,6,
,,behind_the_back_one_arm_cable_curl,7,
,,cable_biceps_curl,8,
,,cable_hammer_curl,9,
,,cheating_barbell_biceps_curl,10,
,,close_grip_ez_bar_biceps_curl,11,
,,cross_body_dumbbell_hammer_curl,12,
,,dead_hang_biceps_curl,13,
,,decline_hammer_curl,14,
,,dumbbell_biceps_curl_with_static_hold,15,
,,dumbbell_hammer_curl,16,
,,dumbbell_reverse_wrist_curl,17,
,,dumbbell_wrist_curl,18,
,,ez_bar_preacher_curl,19,
,,forward_bend_biceps_curl,20,
,,hammer_curl_to_press,21,
,,incline_dumbbell_biceps_curl,22,
,,incline_offset_thumb_dumbbell_curl,23,
,,kettlebell_biceps_curl,24,
,,lying_concentration_cable_curl,25,
,,one_arm_preacher_curl,26,
,,plate_pinch_curl,27,
,,preacher_curl_with_cable,28,
,,reverse_ez_bar_curl,29,
,,reverse_grip_wrist_curl,30,
,,reverse_grip_barbell_biceps_curl,31,
,,seated_alternating_dumbbell_biceps_curl,32,
,,seated_dumbbell_biceps_curl,33,
,,seated_reverse_dumbbell_curl,34,
,,split_stance_offset_pinky_dumbbell_curl,35,
,,standing_alternating_dumbbell_curls,36,
,,standing_dumbbell_biceps_curl,37,
,,standing_ez_bar_biceps_curl,38,
,,static_curl,39,
,,swiss_ball_dumbbell_overhead_triceps_extension,40,
,,swiss_ball_ez_bar_preacher_curl,41,
,,twisting_standing_dumbbell_biceps_curl,42,
,,wide_grip_ez_bar_biceps_curl,43,
deadlift_exercise_name,uint16,,,
,,barbell_deadlift,0,
,,barbell_straight_leg_deadlift,1,
,,dumbbell_deadlift,2,
,,dumbbell_single_leg_deadlift_to_row,3,
,,dumbbell_straight_leg_deadlift,4,
,,kettlebell_floor_to_shelf,5,
,,one_arm_one_leg_deadlift,6,
,,rack_pull,7,
,,rotational_dumbbell_straight_leg_deadlift,8,
,,single_arm_deadlift,9,
,,single_leg_barbell_deadlift,10,
,,single_leg_barbell_straight_leg_deadlift,11,
,,single_leg_deadlift_with_barbell,12,
,,single_leg_rdl_circuit,13,
,,single_leg_romanian_deadlift_with_dumbbell,14,
,,sumo_deadlift,15,
,,sumo_deadlift_high_pull,16,
,,trap_bar_deadlift,17,
,,wide_grip_barbell_deadlift,18,
flye_exercise_name,uint16,,,
,,cable_crossover,0,
,,decline_dumbbell_flye,1,
,,dumbbell_flye,2,
,,incline_dumbbell_flye,3,
,,kettlebell_flye,4,
,,kneeling_rear_flye,5,
,,single_arm_standing_cable_reverse_flye,6,
,,swiss_ball_dumbbell_flye,7,
,,arm_rotations,8,
,,hug_a_tree,9,
hip_raise_exercise_name,uint16,,,
,,barbell_hip_thrust_on_floor,0,
,,barbell_hip_thrust_with_bench,1,
,,bent_knee_swiss_ball_reverse_hip_raise,2,
,,weighted_bent_knee_swiss_ball_reverse_hip_raise,3,
,,bridge_with_leg_extension,4,
,,weighted_bridge_with_leg_extension,5,
,,clam_bridge,6,
,,front_kick_tabletop,7,
,,weighted_front_kick_tabletop,8,
,,hip_extension_and_cross,9,
,,weighted_hip_extension_and_cross,10,
,,hip_raise,11,
,,weighted_hip_raise,12,
,,hip_raise_with_feet_on_swiss_ball,13,
,,weighted_hip_raise_with_feet_on_swiss_ball,14,
,,hip_raise_with_head_on_bosu_ball,15,
,,weighted_hip_raise_with_head_on_bosu_ball,16,
,,hip_raise_with_head_on_swiss_ball,17,
,,weighted_hip_raise_with_head_on_swiss_ball,18,
,,hip_raise_with_knee_squeeze,19,
,,weighted_hip_raise_with_knee_squeeze,20,
,,incline_rear_leg_extension,21,
,,weighted_incline_rear_leg_extension,22,
,,kettlebell_swing,23,
,,marching_hip_raise,24,
,,weighted_marching_hip_raise,25,
,,marching_hip_raise_with_feet_on_a_swiss_ball,26,
,,weighted_marching_hip_raise_with_feet_on_a_swiss_ball,27,
,,reverse_hip_raise,28,
,,weighted_reverse_hip_raise,29,
,,single_leg_hip_raise,30,
,,weighted_single_leg_hip_raise,31,
,,single_leg_hip_raise_with_foot_on_bench,32,
,,weighted_single_leg_hip_raise_with_foot_on_bench,33,
,,single_leg_hip_raise_with_foot_on_bosu_ball,34,
,,weighted_single_leg_hip_raise_with_foot_on_bosu_ball,35,
,,single_leg_hip_raise_with_foot_on_foam_roller,36,
,,weighted_single_leg_hip_raise_with_foot_on_foam_roller,37,
,,single_leg_hip_raise_with_foot_on_medicine_ball,38,
,,weighted_single_leg_hip_raise_with_foot_on_medicine_ball,39,
,,single_leg_hip_raise_with_head_on_bosu_ball,40,
,,weighted_single_leg_hip_raise_with_head_on_bosu_ball,41,
,,weighted_clam_bridge,42,
,,single_leg_swiss_ball_hip_raise_and_leg_curl,43,
,,clams,44,
,,inner_thigh_circles,45,Deprecated do not use
,,inner_thigh_side_lift,46,Deprecated do not use
,,leg_circles,47,
,,leg_lift,48,
,,leg_lift_in_external_rotation,49,
hip_stability_exercise_name,uint16,,,
,,band_side_lying_leg_raise,0,
,,dead_bug,1,
,,weighted_dead_bug,2,
,,external_hip_raise,3,
,,weighted_external_hip_raise,4,
,,fire_hydrant_kicks,5,
,,weighted_fire_hydrant_kicks,6,
,,hip_circles,7,
,,weighted_hip_circles,8,
,,inner_thigh_lift,9,
,,weighted_inner_thigh_lift,10,
,,lateral_walks_with_band_at_ankles,11,
,,pretzel_side_kick,12,
,,weighted_pretzel_side_kick,13,
,,prone_hip_internal_rotation,14,
,,weighted_prone_hip_internal_rotation,15,
,,quadruped,16,
,,quadruped_hip_extension,17,
,,weighted_quadruped_hip_extension,18,
,,quadruped_with_leg_lift,19,
,,weighted_quadruped_with_leg_lift,20,
,,side_lying_leg_raise,21,
,,weighted_side_lying_leg_raise,22,
,,sliding_hip_adduction,23,
,,weighted_sliding_hip_adduction,24,
,,standing_adduction,25,
,,weighted_standing_adduction,26,
,,standing_cable_hip_abduction,27,
,,standing_hip_abduction,28,
,,weighted_standing_hip_abduction,29,
,,standing_rear_leg_raise,30,
,,weighted_standing_rear_leg_raise,31,
,,supine_hip_internal_rotation,32,
,,weighted_supine_hip_internal_rotation,33,
hip_swing_exercise_name,uint16,,,
,,single_arm_kettlebell_swing,0,
,,single_arm_dumbbell_swing,1,
,,step_out_swing,2,
hyperextension_exercise_name,uint16,,,
,,back_extension_with_opposite_arm_and_leg_reach,0,
,,weighted_back_extension_with_opposite_arm_and_leg_reach,1,
,,base_rotations,2,
,,weighted_base_rotations,3,
,,bent_knee_reverse_hyperextension,4,
,,weighted_bent_knee_reverse_hyperextension,5,
,,hollow_hold_and_roll,6,
,,weighted_hollow_hold_and_roll,7,
,,kicks,8,
,,weighted_kicks,9,
,,knee_raises,10,
,,weighted_knee_raises,11,
,,kneeling_superman,12,
,,weighted_kneeling_superman,13,
,,lat_pull_down_with_row,14,
,,medicine_ball_deadlift_to_reach,15,
,,one_arm_one_leg_row,16,
,,one_arm_row_with_band,17,
,,overhead_lunge_with_medicine_ball,18,
,,plank_knee_tucks,19,
,,weighted_plank_knee_tucks,20,
,,side_step,21,
,,weighted_side_step,22,
,,single_leg_back_extension,23,
,,weighted_single_leg_back_extension,24,
,,spine_extension,25,
,,weighted_spine_extension,26,
,,static_back_extension,27,
,,weighted_static_back_extension,28,
,,superman_from_floor,29,
,,weighted_superman_from_floor,30,
,,swiss_ball_back_extension,31,
,,weighted_swiss_ball_back_extension,32,
,,swiss_ball_hyperextension,33,
,,weighted_swiss_ball_hyperextension,34,
,,swiss_ball_opposite_arm_and_leg_lift,35,
,,weighted_swiss_ball_opposite_arm_and_leg_lift,36,
,,superman_on_swiss_ball,37,
,,cobra,38,
,,supine_floor_barre,39,Deprecated do not use
lateral_raise_exercise_name,uint16,,,
,,45_degree_cable_external_rotation,0,
,,alternating_lateral_raise_with_static_hold,1,
,,bar_muscle_up,2,
,,bent_over_lateral_raise,3,
,,cable_diagonal_raise,4,
,,cable_front_raise,5,
,,calorie_row,6,
,,combo_shoulder_raise,7,
,,dumbbell_diagonal_raise,8,
,,dumbbell_v_raise,9,
,,front_raise,10,
,,leaning_dumbbell_lateral_raise,11,
,,lying_dumbbell_raise,12,
,,muscle_up,13,
,,one_arm_cable_lateral_raise,14,
,,overhand_grip_rear_lateral_raise,15,
,,plate_raises,16,
,,ring_dip,17,
,,weighted_ring_dip,18,
,,ring_muscle_up,19,
,,weighted_ring_muscle_up,20,
,,rope_climb,21,
,,weighted_rope_climb,22,
,,scaption,23,
,,seated_lateral_raise,24,
,,seated_rear_lateral_raise,25,
,,side_lying_lateral_raise,26,
,,standing_lift,27,
,,suspended_row,28,
,,underhand_grip_rear_lateral_raise,29,
,,wall_slide,30,
,,weighted_wall_slide,31,
,,arm_circles,32,
,,shaving_the_head,33,
leg_curl_exercise_name,uint16,,,
,,leg_curl,0,
,,weighted_leg_curl,1,
,,good_morning,2,
,,seated_barbell_good_morning,3,
,,single_leg_barbell_good_morning,4,
,,single_leg_sliding_leg_curl,5,
,,sliding_leg_curl,6,
,,split_barbell_good_morning,7,
,,split_stance_extension,8,
,,staggered_stance_good_morning,9,
,,swiss_ball_hip_raise_and_leg_curl,10,
,,zercher_good_morning,11,
leg_raise_exercise_name,uint16,,,
,,hanging_knee_raise,0,
,,hanging_leg_raise,1,
,,weighted_hanging_leg_raise,2,
,,hanging_single_leg_raise,3,
,,weighted_hanging_single_leg_raise,4,
,,kettlebell_leg_raises,5,
,,leg_lowering_drill,6,
,,weighted_leg_lowering_drill,7,
,,lying_straight_leg_raise,8,
,,weighted_lying_straight_leg_raise,9,
,,medicine_ball_leg_drops,10,
,,quadruped_leg_raise,11,
,,weighted_quadruped_leg_raise,12,
,,reverse_leg_raise,13,
,,weighted_reverse_leg_raise,14,
,,reverse_leg_raise_on_swiss_ball,15,
,,weighted_reverse_leg_raise_on_swiss_ball,16,
,,single_leg_lowering_drill,17,
,,weighted_single_leg_lowering_drill,18,
,,weighted_hanging_knee_raise,19,
,,lateral_stepover,20,
,,weighted_lateral_stepover,21,
lunge_exercise_name,uint16,,,
,,overhead_lunge,0,
,,lunge_matrix,1,
,,weighted_lunge_matrix,2,
,,alternating_barbell_forward_lunge,3,
,,alternating_dumbbell_lunge_with_reach,4,
,,back_foot_elevated_dumbbell_split_squat,5,
,,barbell_box_lunge,6,
,,barbell_bulgarian_split_squat,7,
,,barbell_crossover_lunge,8,
,,barbell_front_split_squat,9,
,,barbell_lunge,10,
,,barbell_reverse_lunge,11,
,,barbell_side_lunge,12,
,,barbell_split_squat,13,
,,core_control_rear_lunge,14,
,,diagonal_lunge,15,
,,drop_lunge,16,
,,dumbbell_box_lunge,17,
,,dumbbell_bulgarian_split_squat,18,
,,dumbbell_crossover_lunge,19,
,,dumbbell_diagonal_lunge,20,
,,dumbbell_lunge,21,
,,dumbbell_lunge_and_rotation,22,
,,dumbbell_overhead_bulgarian_split_squat,23,
,,dumbbell_reverse_lunge_to_high_knee_and_press,24,
,,dumbbell_side_lunge,25,
,,elevated_front_foot_barbell_split_squat,26,
,,front_foot_elevated_dumbbell_split_squat,27,
,,gunslinger_lunge,28,
,,lawnmower_lunge,29,
,,low_lunge_with_isometric_adduction,30,
,,low_side_to_side_lunge,31,
,,lunge,32,
,,weighted_lunge,33,
,,lunge_with_arm_reach,34,
,,lunge_with_diagonal_reach,35,
,,lunge_with_side_bend,36,
,,offset_dumbbell_lunge,37,
,,offset_dumbbell_reverse_lunge,38,
,,overhead_bulgarian_split_squat,39,
,,overhead_dumbbell_reverse_lunge,40,
,,overhead_dumbbell_split_squat,41,
,,overhead_lunge_with_rotation,42,
,,reverse_barbell_box_lunge,43,
,,reverse_box_lunge,44,
,,reverse_dumbbell_box_lunge,45,
,,reverse_dumbbell_crossover_lunge,46,
,,reverse_dumbbell_diagonal_lunge,47,
,,reverse_lunge_with_reach_back,48,
,,weighted_reverse_lunge_with_reach_back,49,
,,reverse_lunge_with_twist_and_overhead_reach,50,
,,weighted_reverse_lunge_with_twist_and_overhead_reach,51,
,,reverse_sliding_box_lunge,52,
,,weighted_reverse_sliding_box_lunge,53,
,,reverse_sliding_lunge,54,
,,weighted_reverse_sliding_lunge,55,
,,runners_lunge_to_balance,56,
,,weighted_runners_lunge_to_balance,57,
,,shifting_side_lunge,58,
,,side_and_crossover_lunge,59,
,,weighted_side_and_crossover_lunge,60,
,,side_lunge,61,
,,weighted_side_lunge,62,
,,side_lunge_and_press,63,
,,side_lunge_jump_off,64,
,,side_lunge_sweep,65,
,,weighted_side_lunge_sweep,66,
,,side_lunge_to_crossover_tap,67,
,,weighted_side_lunge_to_crossover_tap,68,
,,side_to_side_lunge_chops,69,
,,weighted_side_to_side_lunge_chops,70,
,,siff_jump_lunge,71,
,,weighted_siff_jump_lunge,72,
,,single_arm_reverse_lunge_and_press,73,
,,sliding_lateral_lunge,74,
,,weighted_sliding_lateral_lunge,75,
,,walking_barbell_lunge,76,
,,walking_dumbbell_lunge,77,
,,walking_lunge,78,
,,weighted_walking_lunge,79,
,,wide_grip_overhead_barbell_split_squat,80,
olympic_lift_exercise_name,uint16,,,
,,barbell_hang_power_clean,0,
,,barbell_hang_squat_clean,1,
,,barbell_power_clean,2,
,,barbell_power_snatch,3,
,,barbell_squat_clean,4,
,,clean_and_jerk,5,
,,barbell_hang_power_snatch,6,
,,barbell_hang_pull,7,
,,barbell_high_pull,8,
,,barbell_snatch,9,
,,barbell_split_jerk,10,
,,clean,11,
,,dumbbell_clean,12,
,,dumbbell_hang_pull,13,
,,one_hand_dumbbell_split_snatch,14,
,,push_jerk,15,
,,single_arm_dumbbell_snatch,16,
,,single_arm_hang_snatch,17,
,,single_arm_kettlebell_snatch,18,
,,split_jerk,19,
,,squat_clean_and_jerk,20,
plank_exercise_name,uint16,,,
,,45_degree_plank,0,
,,weighted_45_degree_plank,1,
,,90_degree_static_hold,2,
,,weighted_90_degree_static_hold,3,
,,bear_crawl,4,
,,weighted_bear_crawl,5,
,,cross_body_mountain_climber,6,
,,weighted_cross_body_mountain_climber,7,
,,elbow_plank_pike_jacks,8,
,,weighted_elbow_plank_pike_jacks,9,
,,elevated_feet_plank,10,
,,weighted_elevated_feet_plank,11,
,,elevator_abs,12,
,,weighted_elevator_abs,13,
,,extended_plank,14,
,,weighted_extended_plank,15,
,,full_plank_passe_twist,16,
,,weighted_full_plank_passe_twist,17,
,,inching_elbow_plank,18,
,,weighted_inching_elbow_plank,19,
,,inchworm_to_side_plank,20,
